SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1618796605.2335448, , , , 0.023050, 0.025278, -0.007538, , , 
1618796605.2904592, , , , -0.018390, 0.014179, -0.009939, , , 
1618796605.332355, , , , -0.043221, -0.112747, -0.001929, , , 
1618796605.3957992, , , , 0.077706, -0.016844, -0.027482, , , 
1618796605.490732, , , , 0.070676, -0.083050, -0.025584, , , 
1618796605.547674, , , , -0.059931, 0.004914, -0.026088, , , 
1618796605.6348062, , , , 0.027425, -0.013719, -0.016010, , , 
1618796605.69152, , , , 0.052387, 0.011629, -0.015033, , , 
1618796605.732537, , , , 0.012851, -0.000442, -0.016331, , , 
1618796605.7899709, , , , 0.025642, 0.033049, -0.010176, , , 
1618796605.8308492, , , , 0.020200, 0.008582, -0.020937, , , 
1618796605.90241, , , , 0.001800, 0.005411, -0.021323, , , 
1618796605.976975, , , , 0.062540, -0.038597, -0.000857, , , 
1618796606.0491729, , , , 0.051493, -0.009483, -0.006160, , , 
1618796606.1272302, , , , 0.027190, -0.006272, -0.010525, , , 
1618796606.1992888, , , , 0.045632, -0.021780, -0.011209, , , 
1618796606.27708, , , , 0.052169, -0.017783, -0.008105, , , 
1618796606.348857, , , , 0.072925, -0.021766, -0.009317, , , 
1618796606.4295092, , , , 0.008252, 0.012559, -0.000560, , , 
1618796606.505543, , , , 0.224866, -0.000172, -0.018185, , , 
1618796606.580085, , , , 0.179541, -0.068550, -0.071676, , , 
1618796606.654618, , , , 0.120282, -0.078791, -0.063589, , , 
1618796606.729333, , , , 0.029422, -0.083236, -0.045677, , , 
1618796606.803234, , , , 0.099482, -0.126780, -0.014055, , , 
1618796606.8779001, , , , 0.035460, -0.047130, -0.019728, , , 
1618796606.9501262, , , , 0.106068, -0.082301, -0.013702, , , 
1618796607.02744, , , , 0.029149, -0.141126, 0.007958, , , 
1618796607.099536, , , , 0.084096, -0.028094, -0.014398, , , 
1618796607.1773028, , , , 0.091049, -0.015696, -0.009631, , , 
1618796607.2494478, , , , 0.042510, -0.005681, -0.006283, , , 
1618796607.32682, , , , 0.027737, -0.019096, -0.003131, , , 
1618796607.398549, , , , 0.088085, -0.013172, -0.002774, , , 
1618796607.4769359, , , , 0.106706, -0.026438, -0.016004, , , 
1618796607.549166, , , , 0.062145, -0.019572, -0.005005, , , 
1618796607.6272979, , , , 0.078366, 0.011440, 0.004190, , , 
1618796607.7001262, , , , 0.062812, -0.075681, 0.025759, , , 
1618796607.777831, , , , 0.164035, -0.029503, -0.008107, , , 
1618796607.85166, , , , 0.034266, -0.016810, -0.007439, , , 
1618796607.928485, , , , 0.087069, -0.012217, -0.020590, , , 
1618796608.000597, , , , 0.040748, 0.011902, -0.016529, , , 
1618796608.0770988, , , , 0.091262, -0.020574, -0.001906, , , 
1618796608.149713, , , , -0.006103, 0.040866, 0.006121, , , 
1618796608.2280312, , , , 0.062014, 0.009382, 0.006973, , , 
1618796608.3000941, , , , 0.020519, 0.011041, 0.004880, , , 
